                  High         Low        Open       Close       Volume   Adj Close
Date                                                                               
2015-01-02   27.860001   26.837500   27.847500   27.332500  212818400.0   24.898552
2015-01-05   27.162500   26.352501   27.072500   26.562500  257142000.0   24.197117
2015-01-06   26.857500   26.157499   26.635000   26.565001  263188400.0   24.199400
2015-01-07   27.049999   26.674999   26.799999   26.937500  160423600.0   24.538729
2015-01-08   28.037500   27.174999   27.307501   27.972500  237458000.0   25.481558
2015-01-09   28.312500   27.552500   28.167500   28.002501  214798000.0   25.508888
2015-01-12   28.157499   27.200001   28.150000   27.312500  198603200.0   24.880331
2015-01-13   28.200001   27.227501   27.857500   27.555000  268367600.0   25.101242
2015-01-14   27.622499   27.125000   27.260000   27.450001  195826400.0   25.005589
2015-01-15   27.514999   26.665001   27.500000   26.705000  240056000.0   24.326925
2015-01-16   26.895000   26.299999   26.757500   26.497499  314053200.0   24.137907
2015-01-20   27.242500   26.625000   26.959999   27.180000  199599600.0   24.759626
2015-01-21   27.764999   27.067499   27.237499   27.387501  194303600.0   24.948652
2015-01-22   28.117500   27.430000   27.565001   28.100000  215185600.0   25.597706
2015-01-23   28.437500   27.882500   28.075001   28.245001  185859200.0   25.729790
2015-01-26   28.590000   28.200001   28.434999   28.275000  222460000.0   25.757124
2015-01-27   28.120001   27.257500   28.105000   27.285000  382274800.0   24.855284
2015-01-28   29.530001   28.827499   29.407499   28.827499  585908400.0   26.260420
2015-01-29   29.797501   28.889999   29.080000   29.725000  337745600.0   27.077997
2015-01-30   30.000000   29.212500   29.600000   29.290001  334982000.0   26.681736
2015-02-02   29.792500   29.020000   29.512501   29.657499  250956400.0   27.016510
2015-02-03   29.772499   29.402500   29.625000   29.662500  207662800.0   27.021061
2015-02-04   30.127501   29.577499   29.625000   29.889999  280598800.0   27.228306
2015-02-05   30.057501   29.812500   30.004999   29.985001  168984800.0   27.422646
2015-02-06   30.062500   29.612499   30.004999   29.732500  174826400.0   27.191727
2015-02-09   29.959999   29.607500   29.637501   29.930000  155559200.0   27.372345
2015-02-10   30.537500   30.040001   30.042500   30.504999  248034000.0   27.898209
2015-02-11   31.230000   30.625000   30.692499   31.219999  294247200.0   28.552113
2015-02-12   31.870001   31.392500   31.514999   31.615000  297898000.0   28.913359
2015-02-13   31.820000   31.412500   31.820000   31.770000  217088800.0   29.055113
2015-02-17   32.220001   31.730000   31.872499   31.957500  252609600.0   29.226589
2015-02-18   32.195000   31.862499   31.907499   32.180000  179566800.0   29.430077
2015-02-19   32.257500   32.082500   32.119999   32.112499  149449600.0   29.368343
2015-02-20   32.375000   32.012501   32.154999   32.375000  195793600.0   29.608412
2015-02-23   33.250000   32.415001   32.505001   33.250000  283896400.0   30.408634
2015-02-24   33.400002   32.792500   33.235001   33.042500  276912400.0   30.218872
2015-02-25   32.900002   32.037498   32.889999   32.197498  298846800.0   29.446074
2015-02-26   32.717499   31.652500   32.197498   32.605000  365150000.0   29.818758
2015-02-27   32.642502   32.060001   32.500000   32.115002  248059200.0   29.370628
2015-03-02   32.570000   32.075001   32.312500   32.272499  192386800.0   29.514669
2015-03-03   32.380001   32.022499   32.240002   32.340000  151265200.0   29.576406
2015-03-04   32.389999   32.080002   32.275002   32.134998  126665200.0   29.388918
2015-03-05   32.187500   31.440001   32.145000   31.602501  226068400.0   28.901926
2015-03-06   32.342499   31.565001   32.099998   31.650000  291368400.0   28.945364
2015-03-09   32.392502   31.264999   31.990000   31.785000  354114000.0   29.068830
2015-03-10   31.805000   30.950001   31.602501   31.127501  275426400.0   28.467516
2015-03-11   31.192499   30.527500   31.187500   30.559999  275756000.0   27.948511
2015-03-12   31.225000   30.407499   30.577499   31.112499  193450800.0   28.453798
2015-03-13   31.350000   30.645000   31.100000   30.897499  207309200.0   28.257170
2015-03-16   31.237499   30.717501   30.969999   31.237499  143497200.0   28.568111
2015-03-17   31.830000   31.412500   31.475000   31.760000  204092400.0   29.045965
2015-03-18   32.290001   31.592501   31.750000   32.117500  261083600.0   29.372917
